MAE Error,RMSE Error,PCC Coefficient
0.03564571970264929,0.0570751405016116,0.9999764
0.005567675950968988,0.013748474169670725,0.9999912
0.013340054812178958,0.03612483371419211,0.9999483
0.008844620469262167,0.022904429267614244,0.99997854
0.007645498081369242,0.015455547288681166,0.99999
0.014603100967494037,0.02505502156300943,0.9999942
0.011624260163271049,0.02092654933513088,0.999988
0.009056183669002325,0.016412449534496845,0.9999945
0.04960761753556637,0.08118669104502373,0.9999715
0.019817473860142418,0.032502471406474304,0.9999903
0.015133820161405737,0.03129576661755216,0.9999777
0.010998230111540849,0.019457163156818447,0.99999386
0.03299464290217584,0.053746680639584904,0.9999825
0.008405266530021289,0.026143627589263013,0.9999723
0.0056910665144984255,0.014611225155775186,0.9999876
0.006511131107560643,0.015524975849114109,0.9999915
0.03058806094123709,0.051232973961275616,0.99996233
0.01027993346236833,0.018785299130879878,0.99999344
0.00596437434689762,0.02308347038267126,0.9999817
0.005248396307366531,0.01305738915977559,0.99999565
0.015644434040039592,0.02881299757352318,0.99998754
0.017492363195343422,0.038986599595003585,0.9999408
0.002531266438855365,0.008318073154860111,0.99999636
0.0036377160838579796,0.013678101466679176,0.9999901
0.005787834977152795,0.011992126149126987,0.9999955
0.004105479453850017,0.010540131042807372,0.9999947
0.009920613176504547,0.019516546878340715,0.99998385
0.007427903749253085,0.014613132363091945,0.9999918
0.007914218903308907,0.01746937703224858,0.99999213
0.0034088024264250453,0.011332949870264281,0.99999416
0.006681346724250763,0.014259285158022725,0.9999907
0.008715197595111813,0.019166285508255627,0.99999213
